tool,seed_keyword,keyword,intent,volume,kd_percent,cpc_usd,sf,updated,source_file
Keyword Magic Tool,personalized picture book,first christmas book personalized with pictures,n/a,0,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_picture_book_2026-06-30.txt
Keyword Magic Tool,personalized picture book,first person character change picture books,n/a,0,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_picture_book_2026-06-30.txt
Keyword Magic Tool,personalized picture book,first person personal narrative picture books,n/a,0,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_picture_book_2026-06-30.txt
Keyword Magic Tool,personalized picture book,first person picture book for 1st grade,n/a,0,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_picture_book_2026-06-30.txt
Keyword Magic Tool,personalized picture book,first person pov picture books,n/a,0,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_picture_book_2026-06-30.txt
Keyword Magic Tool,personalized picture book,free personalized children's books with pictures,n/a,0,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_picture_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized children's story book,C,880,48,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books with photos,C,880,44,1.38,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books,C,720,62,2.08,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,children's personalized story books,C,590,46,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for kids,I;C,590,50,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story book,C,320,61,2.08,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,best personalized story books with photos,C,260,58,0.95,,3 weeks,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized picture story books,C,210,57,1.38,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for babies,C,210,21,0.00,,4 weeks,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized baby story books,C,140,13,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized helicopter story book,C,140,1,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized love story book,C,140,17,2.36,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized boat story book,C,110,2,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized children's story books,C,110,42,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized fire truck story book,C,110,0,0.00,,3 weeks,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized kids story books,I;C,90,58,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized couples love story book product info and reviews,C,70,19,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized photo story books,C,70,35,1.38,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,put me in the story personalized books,I;T,70,6,1.63,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for adults,C,50,21,1.17,,4 weeks,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,a.a. big book personal stories 4th edition,C,40,18,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,love story personalized book,C,40,13,2.36,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personal story book,C,40,45,2.08,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized children story book,C,40,44,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized dog story books,C,40,2,1.60,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story book for kids,C,40,56,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for children,I;C,40,44,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for toddlers,C,40,16,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,shutterfly personalized story books,T;N,40,29,1.27,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,story book personalized,C,40,42,2.08,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,story bug personalized books,T,40,30,1.73,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,the special name personalized story book product info and reviews,C,40,20,0.00,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,aa big book personal stories 4th edition,n/a,30,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personal story books,C,30,44,2.08,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized christmas story book,C,30,n/a,2.04,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized christmas story books,C,30,5,2.04,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for couples,C,30,12,2.01,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for friends,n/a,30,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books with photos free,n/a,30,n/a,0.57,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books with pictures,C,30,38,1.38,,1 month,raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,aa big book personal stories,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,aa big book personal stories audio,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,best personalized story books,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,big book personal stories,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,books about missing persons true story,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,create a personalized story book,n/a,20,n/a,1.54,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,is the book personal librarian a true story,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,is the book the personal librarian a true story,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,magic story personalized books,n/a,20,n/a,1.21,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,make a personalized story book,n/a,20,n/a,1.76,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,my very own name personalized story book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,our love story personalized book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,our story personalized book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personal life story book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personal love story book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personal narrative story books,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personal story book gift,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized adoption story book,n/a,20,n/a,0.85,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized adoption story books,n/a,20,n/a,0.85,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized bedtime story book,n/a,20,n/a,1.12,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized bedtime story books,n/a,20,n/a,1.40,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized bible story books,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized birth story books,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized book story,n/a,20,n/a,1.69,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized cat story books,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized dad story book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized disney story books,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized family story book,n/a,20,n/a,1.47,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized family story books,n/a,20,n/a,1.60,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized father's day story book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized grandma story book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized life story book,n/a,20,n/a,2.73,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized love story books,n/a,20,n/a,1.91,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized pet story book,n/a,20,n/a,1.10,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized pet story books,n/a,20,n/a,1.05,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized photo story books for kids,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized princess story book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story book for father's day,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story book for mom,n/a,20,n/a,1.42,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story book for wife,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story book india,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story book with pictures,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books canada,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for dad,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for father's day,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for grandma,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for grandparents,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for husband,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for kids with pictures,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for siblings,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books for twins,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books india,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized story books with photos shutterfly,n/a,20,n/a,1.17,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized toy story book,n/a,20,n/a,0.71,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized unicorn story book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,personalized wedding story book,n/a,20,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,story of us personalized book,n/a,20,n/a,1.31,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,the story of us personalized book,n/a,20,n/a,1.27,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,toy story personalized book,n/a,20,n/a,0.73,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
Keyword Magic Tool,personalized story book,a person who writes books stories articles is called,n/a,10,n/a,0.00,,"For metrics, refresh",raw/keyword_magic_personalized_story_book_2026-06-30.txt
